p_val	avg_diff	pct.1	pct.2	p_val_adj	cluster	gene
ATP5L3	1.75675645139079e-44	1.15336299145767	0.86	0.649	3.97553984949736e-40	9	ATP5L
ATP5D2	2.90138635717989e-44	0.240671001629156	0.552	0.361	6.56583732629809e-40	9	ATP5D
RPL92	2.93302061864131e-44	0.405429652748003	0.941	0.89	6.63742565998529e-40	9	RPL9
PSMC33	3.40620341879308e-44	0.117464089326756	0.29	0.168	7.70823833672874e-40	9	PSMC3
KDELR12	3.63771648881023e-44	0.128491277391279	0.329	0.201	8.23215241417756e-40	9	KDELR1
SMIM71	4.21728415038112e-44	0.13446864917339	0.258	0.145	9.54371403231248e-40	9	SMIM7
GPX15	6.97822338757889e-44	0.286024185639316	0.576	0.37	1.5791719526091e-39	9	GPX1
CALR4	1.05232469365374e-43	0.280540242149733	0.58	0.38	2.38141078173842e-39	9	CALR
SEC61A12	2.62225057347759e-43	0.138568730670175	0.256	0.147	5.93415304777978e-39	9	SEC61A1
PPIB4	3.11057567766941e-43	0.359338675538866	0.654	0.429	7.03923275856587e-39	9	PPIB
PPIG4	3.97847489244315e-43	0.222827105147349	0.369	0.225	9.00328868159885e-39	9	PPIG
ZFAND63	4.37213190101264e-43	0.226450843465611	0.338	0.202	9.8941344919916e-39	9	ZFAND6
RAB101	4.50485584614313e-43	0.120508164811551	0.254	0.143	1.01944887798219e-38	9	RAB10
RBMX4	5.48955245143094e-43	0.271969133749899	0.408	0.253	1.24228571975882e-38	9	RBMX
LSM22	1.24586274886319e-42	0.108368304667263	0.277	0.16	2.81938740067739e-38	9	LSM2
PSMB34	1.88969170591031e-42	0.190459448993378	0.548	0.354	4.27637233047504e-38	9	PSMB3
DRAP15	9.95037587373024e-42	0.200025178340423	0.381	0.233	2.25177006022515e-37	9	DRAP1
C19orf434	1.10448506537522e-41	0.298323794090945	0.503	0.328	2.49944970294413e-37	9	C19orf43
SF3B23	1.21711219429486e-41	0.172629258120267	0.337	0.204	2.75432489568928e-37	9	SF3B2
CLTB1	1.39615307272603e-41	0.00995733282218875	0.259	0.145	3.159494403579e-37	9	CLTB
PTGES33	2.83410002091247e-41	0.376656230922319	0.62	0.415	6.41356834732493e-37	9	PTGES3
POLR2J4	3.96326970626276e-41	0.141418799687997	0.335	0.205	8.96887934527263e-37	9	POLR2J
HNRNPD2	7.54430968070299e-41	0.109025479224844	0.292	0.173	1.70727728074309e-36	9	HNRNPD
IER3IP1.14	8.5120069675807e-41	0.154038643379927	0.328	0.202	1.92626717676351e-36	9	IER3IP1.1
BAX2	1.10726531890427e-40	0.120973408088421	0.292	0.17	2.50574141668037e-36	9	BAX
MT-CO12	1.50626641034069e-40	16.8926788143889	0.98	0.973	3.40868088660098e-36	9	MT-CO1
FAM133B3	1.52957300453913e-40	0.183491700430309	0.314	0.186	3.46142370927205e-36	9	FAM133B
HIGD2A2	2.37458338393267e-40	0.202765025071035	0.422	0.268	5.37368219783964e-36	9	HIGD2A
PSMB84	2.49119078460596e-40	0.16233117267949	0.361	0.222	5.63756474556329e-36	9	PSMB8
SH3BGRL7	5.26321204635288e-40	0.297537002461564	0.428	0.266	1.19106488608966e-35	9	SH3BGRL
EIF4B4	1.12250833611622e-39	0.195871112690311	0.376	0.237	2.54023636463102e-35	9	EIF4B
RAB1A4	1.40795138223925e-39	0.143967723420488	0.396	0.254	3.18619397800743e-35	9	RAB1A
METTL91	1.63595929054327e-39	0.132050350795289	0.253	0.144	3.70217587449941e-35	9	METTL9
COPZ13	1.98155530468e-39	0.128233499981537	0.346	0.217	4.48425965449083e-35	9	COPZ1
VMP14	2.1759553427003e-39	0.321708763236647	0.331	0.208	4.92418694053078e-35	9	VMP1
TMEM663	2.34512769278512e-39	0.817113351193262	0.674	0.467	5.30702396877272e-35	9	TMEM66
MT-ND4L3	3.78860446315264e-39	0.376371991956695	0.507	0.343	8.57361190011443e-35	9	MT-ND4L
SEC11A5	7.16790294989258e-39	0.18965623759926	0.404	0.259	1.62209643756069e-34	9	SEC11A
SMARCB13	9.89845571401716e-39	0.147785714414262	0.29	0.171	2.24002052808208e-34	9	SMARCB1
SERBP14	1.00725059799574e-38	0.157691736204409	0.437	0.276	2.27940810326436e-34	9	SERBP1
HNRNPK4	1.80194109364703e-38	0.49261974661542	0.656	0.447	4.07779269492323e-34	9	HNRNPK
ARGLU14	3.04921221480979e-38	0.199318422072685	0.362	0.225	6.90036724211457e-34	9	ARGLU1
RHEB4	4.38257201735648e-38	0.173700209576812	0.338	0.211	9.91776047527772e-34	9	RHEB
SLC25A34	5.46358358026311e-38	0.0827586625734068	0.489	0.317	1.23640896421354e-33	9	SLC25A3
PSMG23	5.66836584029267e-38	0.123167803248331	0.284	0.169	1.28275118965823e-33	9	PSMG2
RWDD15	2.26765748669994e-37	0.178127546188326	0.376	0.243	5.13170889240197e-33	9	RWDD1
TMA74	2.47562105185722e-37	0.873615546667049	0.835	0.625	5.60233044035288e-33	9	TMA7
IFRD11	2.67241812822267e-37	0.145228821145834	0.258	0.148	6.04768222416789e-33	9	IFRD1
SUMO32	3.08262929406717e-37	0.12613020198122	0.262	0.152	6.97599009247401e-33	9	SUMO3
EIF54	9.01351545990545e-37	0.223397347573129	0.411	0.268	2.0397585485766e-32	9	EIF5
ISG153	9.53080310604083e-36	0.459860545607385	0.324	0.203	2.15682074289704e-31	9	ISG15
AIMP11	1.2030669484676e-35	0.103093427400315	0.269	0.161	2.72254050438219e-31	9	AIMP1
CMPK11	1.27797364690185e-35	0.131294364543879	0.323	0.201	2.89205436293888e-31	9	CMPK1
TM9SF21	1.84379965231276e-35	0.120370815619191	0.255	0.153	4.17251861318377e-31	9	TM9SF2
RAB5C3	2.68017040818068e-35	0.11853924684585	0.268	0.158	6.06522563371287e-31	9	RAB5C
SNRPD13	3.70349723408358e-35	0.0617803144865054	0.363	0.228	8.38101424073114e-31	9	SNRPD1
JUN3	4.67919287595666e-35	1.87781253760359	0.832	0.645	1.05890134782899e-30	9	JUN
CAPZB5	6.45365229408044e-35	0.176687012265646	0.416	0.263	1.4604615141504e-30	9	CAPZB
MZT2B3	7.24260850959118e-35	0.0724810007171879	0.43	0.279	1.63900230572048e-30	9	MZT2B
DDX244	9.99748810292811e-35	0.236760658984659	0.382	0.239	2.26243155769263e-30	9	DDX24
EIF1AX5	1.72231952022311e-34	0.130107319898878	0.417	0.271	3.89760907426491e-30	9	EIF1AX
TCEB15	6.06353204775986e-34	0.125366747404113	0.336	0.213	1.37217730240806e-29	9	TCEB1
PTP4A22	1.96320850019605e-33	0.128627011572862	0.315	0.198	4.44274083594367e-29	9	PTP4A2
SH3GLB13	2.29737513799436e-33	0.156314272702583	0.274	0.17	5.19895993728124e-29	9	SH3GLB1
TMCO14	8.30377517260053e-33	0.201837997161063	0.423	0.282	1.8791443215595e-28	9	TMCO1
CHURC14	1.06728073551933e-32	0.139504513638567	0.3	0.186	2.41525630448025e-28	9	CHURC1
ACTB4	1.17703400533047e-32	0.784042749141808	0.956	0.923	2.66362795406286e-28	9	ACTB
TXN22	2.8197299494968e-32	0.0968090423626823	0.258	0.158	6.38104887571126e-28	9	TXN2
GHITM4	3.35626972777768e-32	0.195961330533692	0.413	0.273	7.59523839396088e-28	9	GHITM
KRT104	6.61574336533112e-32	0.145516167028741	0.38	0.252	1.49714272357443e-27	9	KRT10
C16orf131	1.00823093741344e-31	0.098343188289323	0.26	0.161	2.28162661136662e-27	9	C16orf13
MT-ND13	1.32689212485304e-31	2.4619072302989	0.903	0.787	3.00275687854243e-27	9	MT-ND1
TMEM2582	2.89194828303992e-31	0.250990117382676	0.727	0.49	6.54447896451935e-27	9	TMEM258
PPP1CB5	5.25388014201617e-31	0.256141951932039	0.409	0.267	1.18895307613826e-26	9	PPP1CB
SNRPG4	6.12362684100801e-31	0.114307648954246	0.5	0.334	1.38577675412011e-26	9	SNRPG
TRA2A2	7.26760642818403e-31	0.134839263370547	0.272	0.165	1.64465933469805e-26	9	TRA2A
PSMD74	8.00640483206986e-31	0.100227838451345	0.291	0.185	1.81184941349741e-26	9	PSMD7
RNPS12	8.96549086524808e-31	0.114236978310265	0.267	0.164	2.02889058280564e-26	9	RNPS1
VCP2	1.74709835048133e-30	0.107925621713347	0.265	0.165	3.95368356713925e-26	9	VCP
LSM33	3.19347830530478e-30	0.0897090387791757	0.348	0.227	7.22684140490471e-26	9	LSM3
MPHOSPH84	5.0031142900553e-30	0.143029334745054	0.31	0.197	1.13220476383951e-25	9	MPHOSPH8
TMEM1601	7.12684978474987e-30	0.106269998251978	0.257	0.16	1.6128061062889e-25	9	TMEM160
TMEM2305	1.46448293365595e-29	0.223851655087372	0.436	0.298	3.31412487886342e-25	9	TMEM230
HNRNPA2B13	2.30589460906511e-29	0.543325727033153	0.701	0.501	5.21823950031435e-25	9	HNRNPA2B1
C17orf891	2.78851804116282e-29	0.0747659126879919	0.255	0.159	6.31041632715146e-25	9	C17orf89
MYL12B4	3.18406335497297e-29	0.273152579060537	0.651	0.433	7.20553537230384e-25	9	MYL12B
RPS4X3	4.02145582882957e-29	1.88476924781714	0.978	0.941	9.10055454064131e-25	9	RPS4X
CLIC14	7.6622747338749e-29	0.201837481295552	0.679	0.471	1.73397277227589e-24	9	CLIC1
PCBP24	1.29420681163888e-28	0.221121791526823	0.479	0.331	2.92879001473878e-24	9	PCBP2
HSPA83	1.52520466208814e-28	0.890463427019923	0.686	0.508	3.45153815030546e-24	9	HSPA8
CTSD3	1.63797200108384e-28	0.0450402793360157	0.343	0.221	3.70673063845273e-24	9	CTSD
SNRPD33	2.26334018779633e-28	0.0806109591043688	0.292	0.186	5.12193884498308e-24	9	SNRPD3
HNRNPA34	4.92353758725574e-28	0.173817167426209	0.501	0.337	1.11419655599597e-23	9	HNRNPA3
NHP2L15	1.60473761613842e-27	0.243969445707843	0.532	0.368	3.63152122532124e-23	9	NHP2L1
MAP1LC3B2	2.59013315849076e-27	0.168120244756847	0.309	0.2	5.86147133766458e-23	9	MAP1LC3B
TRAPPC14	3.52816119416606e-27	0.166911196689161	0.413	0.277	7.98422878239778e-23	9	TRAPPC1
SNRPB24	3.55564440404871e-27	0.181811177664862	0.434	0.294	8.04642328636222e-23	9	SNRPB2
MT-ATP63	3.81636076884813e-27	4.19275722536037	0.953	0.906	8.63642441990331e-23	9	MT-ATP6
UBE2L33	4.0192312949007e-27	0.116649807341525	0.348	0.232	9.09552042036027e-23	9	UBE2L3
COMMD63	4.25754778632906e-27	0.45847539395081	0.676	0.47	9.63483064046265e-23	9	COMMD6
FKBP1A5	4.28710547143988e-27	0.114374348020003	0.467	0.311	9.70171968186844e-23	9	FKBP1A
RBM8A4	4.6034756021703e-27	0.162251471458008	0.407	0.274	1.04176652877114e-22	9	RBM8A
TMEM1473	5.20214405406242e-27	0.106373373596949	0.342	0.23	1.17724519943433e-22	9	TMEM147
TXNL14	5.32915761369394e-27	0.102675772716854	0.279	0.183	1.20598836797894e-22	9	TXNL1
SMIM143	5.4945115239062e-27	0.127275098069111	0.354	0.223	1.24340795785997e-22	9	SMIM14
SUPT4H12	6.41224665323135e-27	0.103215716837013	0.262	0.165	1.45109141762625e-22	9	SUPT4H1
PPAPDC1B2	9.15090324061586e-27	0.109928601458057	0.305	0.2	2.07084940335137e-22	9	PPAPDC1B
GUK14	1.212503894465e-26	0.207413474537292	0.583	0.406	2.74389631317429e-22	9	GUK1
EIF5B5	1.44629888635163e-26	0.168887131598236	0.398	0.274	3.27297437981375e-22	9	EIF5B
TMEM50A5	1.53620898770194e-26	0.206377335209591	0.407	0.279	3.47644093916948e-22	9	TMEM50A
RAD23A3	3.02168947833547e-26	0.11625276383008	0.264	0.17	6.83808328947317e-22	9	RAD23A
DBI2	3.79063313298006e-26	0.0676115527072954	0.508	0.34	8.57820277993388e-22	9	DBI
RARRES33	4.03521786094789e-26	0.191232825188414	0.317	0.206	9.13169801932508e-22	9	RARRES3
CCT84	4.08767806740685e-26	0.145148700783624	0.358	0.241	9.2504154665417e-22	9	CCT8
PPIA4	3.5076589521685e-25	0.201677706608724	0.742	0.523	7.93783220875732e-21	9	PPIA
KRTCAP22	3.74814388775362e-25	0.0501066296942728	0.524	0.359	8.48204961798645e-21	9	KRTCAP2
DNAJB66	4.24266347338949e-25	0.224788669098461	0.372	0.243	9.60114744028042e-21	9	DNAJB6
HNRNPH14	4.46965792256319e-25	0.270352645722085	0.456	0.316	1.01148358787605e-20	9	HNRNPH1
SYF24	4.5162942907032e-25	0.167321834429248	0.365	0.244	1.02203739798613e-20	9	SYF2
TOMM222	7.07436604192341e-25	0.0692179110123434	0.287	0.188	1.60092903528727e-20	9	TOMM22
HSPA1A5	9.64740039503541e-25	0.47420556960413	0.6	0.424	2.18320670939651e-20	9	HSPA1A
TUBB4	1.05775436898313e-24	0.0502472997708614	0.424	0.287	2.39369813700882e-20	9	TUBB
TECR2	1.08239786370511e-24	0.0988588808683461	0.362	0.248	2.44946636556467e-20	9	TECR
RPS73	1.43559958871395e-24	0.500039970783957	0.928	0.857	3.24876186925968e-20	9	RPS7
EIF3K4	1.44188234316132e-24	0.273592131648738	0.665	0.468	3.26297974257407e-20	9	EIF3K
TCF255	2.27361451667716e-24	0.156709701203251	0.378	0.26	5.14518965124042e-20	9	TCF25
TOMM201	2.46094704068851e-24	0.104410604982627	0.292	0.195	5.56912315307809e-20	9	TOMM20
H2AFV2	2.93371854360132e-24	0.0728273106142371	0.275	0.179	6.63900506416979e-20	9	H2AFV
SQSTM13	3.64364896574786e-24	0.165685040059038	0.392	0.274	8.24557760948741e-20	9	SQSTM1
SEC61G2	5.83296335979682e-24	0.208445231939201	0.747	0.518	1.31999960832202e-19	9	SEC61G
POMP5	7.81017935132061e-24	0.214090418573686	0.625	0.436	1.76744358720385e-19	9	POMP
VAPA6	1.36941829523423e-23	0.204069519982511	0.48	0.337	3.09899360211507e-19	9	VAPA
ARF14	2.62539312610913e-23	0.137218446832471	0.411	0.286	5.94126464438497e-19	9	ARF1
HSP90AB14	4.81034953281083e-23	0.906538104109949	0.776	0.584	1.08858209927509e-18	9	HSP90AB1
MRPL523	7.42778214065062e-23	0.0347192642594767	0.402	0.278	1.68090709842923e-18	9	MRPL52
NOP105	8.46347717003199e-23	0.143312096459441	0.475	0.332	1.91528488357824e-18	9	NOP10
UBE2B5	9.02314991786404e-23	0.164375348388747	0.351	0.239	2.04193882641263e-18	9	UBE2B
ERGIC32	1.08869883585306e-22	0.118694677710589	0.419	0.294	2.46372546553548e-18	9	ERGIC3
RSRC23	1.52756140697663e-22	0.147071727236205	0.299	0.198	3.45687146398812e-18	9	RSRC2
ANP32A2	2.45878847007624e-22	0.0889401265794447	0.255	0.167	5.56423830778253e-18	9	ANP32A
TAF93	2.65235732852507e-22	0.0915776795240263	0.287	0.194	6.00228463445223e-18	9	TAF9
RPL232	3.5164739446002e-22	0.031254295276506	0.817	0.737	7.95778053663025e-18	9	RPL23
MT-ND24	5.00930867808893e-22	2.26217087802368	0.935	0.909	1.13360655385152e-17	9	MT-ND2
UBE2I3	6.52905843782786e-22	0.122641016629763	0.325	0.221	1.47752592448045e-17	9	UBE2I
ENSA2	9.67829374510705e-22	0.111393433818737	0.284	0.19	2.19019787451773e-17	9	ENSA
AP3S14	1.36142196662818e-21	0.125151083378833	0.313	0.214	3.08089791047957e-17	9	AP3S1
RPL182	1.63959665045551e-21	0.736436326130809	0.961	0.901	3.71040721998082e-17	9	RPL18
PA2G44	1.73956525829562e-21	0.0304140705319582	0.292	0.195	3.93663617952299e-17	9	PA2G4
CACYBP2	2.06391192196763e-21	0.100480934967784	0.269	0.176	4.67063267941275e-17	9	CACYBP
DUT4	2.11886607518921e-21	0.0164762783905045	0.278	0.183	4.79499392815318e-17	9	DUT
JUND4	3.2071168445374e-21	0.471235300991141	0.57	0.422	7.25770541918813e-17	9	JUND
PLP22	3.30965976278075e-21	0.0643072201410403	0.325	0.221	7.48976004317284e-17	9	PLP2
SIVA13	4.13406753920277e-21	0.039910155103935	0.287	0.194	9.35539484121587e-17	9	SIVA1
PNISR3	7.21825201112008e-21	0.257567253166868	0.449	0.31	1.63349043011647e-16	9	PNISR
PSENEN2	1.31746667160482e-20	0.0906356006515546	0.253	0.169	2.9814270778417e-16	9	PSENEN
SF13	1.4419615913087e-20	0.137813761494517	0.318	0.215	3.26315908113158e-16	9	SF1
PSMA2.15	2.85512584332875e-20	0.127851481053107	0.387	0.275	6.46114978345297e-16	9	PSMA2.1
C19orf535	3.11871171040849e-20	0.181493987789709	0.53	0.379	7.05764460065441e-16	9	C19orf53
SRRM14	5.7838987543342e-20	0.131599009507736	0.357	0.246	1.30889628810583e-15	9	SRRM1
COPE3	6.05244244927812e-20	0.160219761521588	0.569	0.405	1.36966772627164e-15	9	COPE
RTF14	1.07356600903067e-19	0.109858763233423	0.286	0.196	2.42947987843642e-15	9	RTF1
CD994	1.51656698276376e-19	0.144382312221422	0.346	0.238	3.43199108199439e-15	9	CD99
SF3B12	1.76032474064767e-19	0.113652789929358	0.279	0.189	3.98361488808568e-15	9	SF3B1
RPL311	2.57177924888215e-19	0.920998872499718	0.958	0.897	5.81993644022031e-15	9	RPL31
ATP6V0E15	5.31920599509636e-19	0.390847512341452	0.632	0.47	1.20373631669031e-14	9	ATP6V0E1
RPL142	5.432344760656e-19	0.410353615432004	0.937	0.854	1.22933961933645e-14	9	RPL14
RPL223	5.82270890266393e-19	0.156337008888779	0.864	0.766	1.31767902467285e-14	9	RPL22
UXT3	7.86766998654466e-19	0.168139384539735	0.477	0.344	1.78045371795506e-14	9	UXT
LAMP22	9.2824659453465e-19	0.078429205580537	0.264	0.182	2.10062204343191e-14	9	LAMP2
BZW15	1.43318197344998e-18	0.122975502654811	0.306	0.21	3.24329080591732e-14	9	BZW1
PSMA35	2.37342379554167e-18	0.043622373150532	0.321	0.225	5.37105804931079e-14	9	PSMA3
PSMA15	3.17277742686451e-18	0.137246828228749	0.415	0.296	7.17999531699438e-14	9	PSMA1
CNIH14	4.62792492298246e-18	0.106135755976901	0.275	0.191	1.04729941007093e-13	9	CNIH1
VAMP83	1.13824715407134e-17	0.0514977636321463	0.43	0.302	2.57585330966344e-13	9	VAMP8
OAZ14	1.76173620775986e-17	0.189636382639187	0.791	0.71	3.98680903816057e-13	9	OAZ1
TMBIM4.14	2.3251982880132e-17	0.198981514996999	0.509	0.371	5.26192372577388e-13	9	TMBIM4.1
TMED102	2.90171270064597e-17	0.105786582440054	0.506	0.367	6.56657584156182e-13	9	TMED10
RNH13	5.76935286040398e-17	0.0738970984423282	0.267	0.185	1.30560455230942e-12	9	RNH1
SNRPD23	5.84007757584361e-17	0.275722837935392	0.632	0.463	1.32160955541341e-12	9	SNRPD2
EEF1A12	6.23497186268755e-17	3.39338235235928	0.982	0.961	1.41097413252619e-12	9	EEF1A1
GSTK13	8.33231726448624e-17	0.169342456188231	0.363	0.264	1.88560339695324e-12	9	GSTK1
BRD23	1.13400036951044e-16	0.0957516089273739	0.272	0.19	2.56624283620213e-12	9	BRD2
COMMD32	1.3740701760592e-16	0.0719128422708313	0.268	0.187	3.10952080842198e-12	9	COMMD3
TMEM2564	1.84500767920192e-16	0.091254891335656	0.342	0.251	4.17525237803394e-12	9	TMEM256
AKR1A12	2.77629660846213e-16	0.0671751861748371	0.304	0.219	6.28275922494979e-12	9	AKR1A1
MT-CO23	3.42522349838064e-16	6.28977322651783	0.976	0.965	7.75128077683539e-12	9	MT-CO2
RPS202	4.52758151966796e-16	0.778300321858459	0.941	0.871	1.02459169790086e-11	9	RPS20
CFL15	5.32370059039765e-16	0.875811785459952	0.858	0.675	1.20475344360699e-11	9	CFL1
SEC61B2	1.85647027740666e-15	0.104337961739275	0.649	0.46	4.20119223777126e-11	9	SEC61B
GDI24	2.21058781913394e-15	0.119002529247567	0.404	0.292	5.0025602347001e-11	9	GDI2
CMTM64	3.34755647483493e-15	0.135250800944224	0.359	0.248	7.57552030255144e-11	9	CMTM6
PRDX14	4.64164646866536e-15	0.149144586240306	0.556	0.42	1.05040459585897e-10	9	PRDX1
SEP153	5.29322247232512e-15	0.179999308505731	0.436	0.323	1.19785624548717e-10	9	SEP15
EIF4E4	7.50190947967407e-15	0.100766888600021	0.289	0.207	1.69768211525024e-10	9	EIF4E
CDC425	8.13826124564468e-15	0.338130154709181	0.584	0.428	1.84168851988939e-10	9	CDC42
LSM72	1.15588649129945e-14	0.0810190937243043	0.424	0.308	2.61577112981066e-10	9	LSM7
YBX15	1.15942785561441e-14	0.138037140054033	0.599	0.445	2.62378523725542e-10	9	YBX1
SRSF53	1.1599018215971e-14	0.256306419236386	0.473	0.345	2.62485782227424e-10	9	SRSF5
SSR23	1.47657395317849e-14	0.249801659969628	0.59	0.444	3.34148685604292e-10	9	SSR2
RPS263	2.41191019946667e-14	0.777292854101386	0.869	0.678	5.45815278139306e-10	9	RPS26
JUNB3	2.62285334354387e-14	2.05123017012242	0.825	0.694	5.93551711643978e-10	9	JUNB
EIF3L3	8.07127310471473e-14	0.221871546357343	0.443	0.331	1.82652910359694e-09	9	EIF3L
PAIP25	9.04426200756427e-14	0.160693642614717	0.331	0.241	2.04671649231179e-09	9	PAIP2
RPL122	1.16889286442075e-13	1.70158884877442	0.976	0.938	2.64520455218417e-09	9	RPL12
RNF1815	1.95256004064583e-13	0.0805704519375226	0.355	0.267	4.41864337198152e-09	9	RNF181
EIF4A14	2.01915271832343e-13	0.312579881114924	0.71	0.535	4.56934260156592e-09	9	EIF4A1
HMGB14	2.27565119989993e-13	0.337102143194336	0.779	0.603	5.14979866537355e-09	9	HMGB1
PPP2CA2	3.02866428165652e-13	0.0873726721546824	0.262	0.188	6.85386726938869e-09	9	PPP2CA
HAX12	4.17718240497025e-13	0.0621351244402735	0.277	0.202	9.45296378244768e-09	9	HAX1
PSME14	5.19872158011151e-13	0.265024953792373	0.6	0.455	1.17647069357924e-08	9	PSME1
CNBP4	7.90766356831045e-13	0.165645435656836	0.44	0.328	1.78950426550866e-08	9	CNBP
SNRPB3	8.70516856296235e-13	0.0119248556061659	0.35	0.252	1.96997964579838e-08	9	SNRPB
TMEM2082	8.74933144250343e-13	0.038641656467136	0.279	0.207	1.97997370543853e-08	9	TMEM208
SRSF34	9.59914037131293e-13	0.239687366272491	0.591	0.446	2.17228546602811e-08	9	SRSF3
EIF3I4	1.1614263750578e-12	0.0154001946583334	0.289	0.21	2.62830788675579e-08	9	EIF3I
EEF24	1.36915804576135e-12	0.967437572373953	0.784	0.627	3.09840465755793e-08	9	EEF2
EIF2S24	4.18935437205134e-12	0.00288666029647022	0.408	0.303	9.48050894395217e-08	9	EIF2S2
ARHGDIA3	4.82446863024838e-12	0.0859435253769516	0.303	0.224	1.09177725102521e-07	9	ARHGDIA
EIF3J5	6.79202558294221e-12	0.0463137549025762	0.294	0.218	1.53703538941982e-07	9	EIF3J
ADRM14	1.04525118137492e-11	0.0376539147037598	0.253	0.187	2.36540342345145e-07	9	ADRM1
PCNP4	1.06394700720622e-11	0.121116724906808	0.305	0.225	2.40771207730768e-07	9	PCNP
RBM254	1.19210614892748e-11	0.0825302543251556	0.3	0.223	2.69773621502289e-07	9	RBM25
ALDOA4	2.51510251953232e-11	0.0679202366636207	0.606	0.447	5.69167700170165e-07	9	ALDOA
DPP72	2.55417840549006e-11	0.114466160356782	0.298	0.221	5.78010573162401e-07	9	DPP7
TMSB105	2.57904537805965e-11	3.24664573253158	0.944	0.892	5.836379690549e-07	9	TMSB10
TRA2B2	2.80126336777153e-11	0.240199169342802	0.494	0.376	6.33925900126697e-07	9	TRA2B
HSPE13	3.24406453379115e-11	0.138763974041952	0.594	0.442	7.34131803996937e-07	9	HSPE1
TMBIM62	8.59557875321436e-11	0.110415446603209	0.621	0.461	1.94517947185241e-06	9	TMBIM6
TUBA4A3	1.08551758384618e-10	0.0593531467388768	0.277	0.202	2.45652629224389e-06	9	TUBA4A
ANXA55	2.610760373491e-10	0.0105753455667283	0.287	0.214	5.90815072521013e-06	9	ANXA5
RPL52	4.26578596935379e-10	0.490649920022967	0.889	0.799	9.65347364864763e-06	9	RPL5
UBE2D35	6.03180045849901e-10	0.273065471065493	0.586	0.449	1.36499644375833e-05	9	UBE2D3
CCNL14	9.09192714258251e-10	0.160264460095713	0.412	0.319	2.05750311236642e-05	9	CCNL1
ZC3H152	1.04393223364592e-09	0.056988348890186	0.263	0.198	2.36241864474071e-05	9	ZC3H15
DDX54	2.25522197795836e-09	1.15141242482132	0.81	0.669	5.10356733611978e-05	9	DDX5
HNRNPC4	2.71651431631099e-09	0.173003975793081	0.53	0.405	6.14747189781177e-05	9	HNRNPC
PTMA4	3.13490297522445e-09	2.52347519578225	0.977	0.961	7.09428543293292e-05	9	PTMA
HNRNPF3	3.82028059321778e-09	0.05919700655906	0.385	0.293	8.64529498245184e-05	9	HNRNPF
EIF3H3	3.9717650078357e-09	0.159586519020252	0.449	0.347	8.98810421273218e-05	9	EIF3H
TXNIP4	4.03451879853863e-08	0.154390334692195	0.364	0.281	0.000913011604109291	9	TXNIP
ATF44	6.28109941653657e-08	0.0775747857412686	0.359	0.287	0.00142141279796223	9	ATF4
PGK15	6.94471511671031e-08	0.0743781049278305	0.373	0.287	0.00157158903091154	9	PGK1
POLD43	6.99012044914555e-08	0.0886632621457882	0.391	0.307	0.00158186425764164	9	POLD4
RABAC14	1.17677556960484e-07	0.041198397320754	0.52	0.401	0.00266304311401575	9	RABAC1
EIF3D3	1.61148466300127e-07	0.0793443539284803	0.305	0.24	0.00364678979237186	9	EIF3D
PAPOLA3	1.89151348117816e-07	0.0921998074684394	0.334	0.261	0.00428049500790618	9	PAPOLA
RPL310	2.81264278980179e-07	6.03255089979051	0.987	0.953	0.00636501063332145	9	RPL3
CHMP4A2	3.51358388454791e-07	0.0615121435591345	0.252	0.196	0.00795124033073192	9	CHMP4A
SBDS3	3.996657549965e-07	0.0497426191618701	0.251	0.195	0.0090444360355708	9	SBDS
UBE2N3	4.03717634885773e-07	0.0719408543543009	0.298	0.23	0.00913613007746504	9	UBE2N
AUP12	5.19055211384519e-07	0.0178896766148732	0.254	0.203	0.0117462194336317	9	AUP1
RPL63	6.89480768602626e-07	0.98606429183797	0.92	0.846	0.0156029497934774	9	RPL6
NAA383	1.11818763693241e-06	0.0522959629238547	0.26	0.204	0.0253045862237805	9	NAA38
HSP90AA13	1.32524525419787e-06	1.515086791705	0.874	0.727	0.0299903001024978	9	HSP90AA1
GNB2L12	1.53212024274237e-06	0.750875738860835	0.909	0.818	0.0346718810932599	9	GNB2L1
TMED23	2.35158892068043e-06	0.0330209265475688	0.511	0.398	0.0532164572749982	9	TMED2
RHOA5	2.91457630127553e-06	0.0919125876208563	0.511	0.394	0.0659568616978652	9	RHOA
UBE2D25	3.97809474802243e-06	0.087723733290332	0.342	0.273	0.0900242841477475	9	UBE2D2
EIF3G4	6.26772288416895e-06	0.0754429656540787	0.38	0.305	0.141838568868743	9	EIF3G
RPL382	6.40287663027278e-06	0.714304001550598	0.918	0.824	0.144897098143073	9	RPL38
SELK3	7.80060069843441e-06	0.122970355723915	0.567	0.444	0.176527593805571	9	SELK
SDCBP6	8.46859515726607e-06	0.0252080378623244	0.415	0.313	0.191644308408931	9	SDCBP
C19orf604	8.63236347514546e-06	0.0493143482006732	0.276	0.223	0.195350385442542	9	C19orf60
PPP1CA2	9.06669095865779e-06	0.0349627938155253	0.367	0.294	0.205179216394426	9	PPP1CA
ISCU4	1.12769506530973e-05	0.0442971164460346	0.322	0.256	0.255197393279593	9	ISCU
SON4	1.14253979480433e-05	0.25724335704007	0.529	0.417	0.258556755564221	9	SON
RPS32	2.111080376825e-05	2.33090135474901	0.971	0.933	0.477737489275498	9	RPS3
